# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Na/Fe]
Pristine250.6963+08.3743	E.Caffau+,AN, 338, 686, 2017	16 42 47.12	+08 22 27.5	5410	2.5	-2.12	-1.79	
Pristine254.0070+12.7611	E.Caffau+,AN, 338, 686, 2017	16 56 01.69	+12 45 40.0	6080	4.63	-0.17	-0.15	0.06
Pristine254.1519+12.6741	E.Caffau+,AN, 338, 686, 2017	16 56 36.45	+12 40 26.9	6140	4.82	-0.21	-0.19	-0.05
Pristine254.4842+15.4573	E.Caffau+,AN, 338, 686, 2017	16 57 56.21	+15 27 26.1	5450	4.45	-0.08	-0.06	0.08
Pristine254.5606+15.4784	E.Caffau+,AN, 338, 686, 2017	16 58 14.55	+15 28 42.3	5220	4.08	-0.67	-0.65	0.24
Pristine255.0531+10.7488	E.Caffau+,AN, 338, 686, 2017	17 00 12.73	+10 44 55.7	4500	4.5	-0.17	-0.15	0.11
RAVEJ040618.2-030525	K.C.Rasmussen+,ApJ, 905, 20, 2020			5260	2.75	-1.34	-1.34	
RAVEJ093730.5-062655	C.M.Sakari+,ApJ, 874, 148, 2019	09 37 30.54	-06 26 55.0	5875	2.31	-2.03	-1.97	0.06
RAVEJ111711.0-310951	K.C.Rasmussen+,ApJ, 905, 20, 2020			6070	3.55	-1.9	-1.9	
RAVEJ111912.3-160947	K.C.Rasmussen+,ApJ, 905, 20, 2020			5346	2.25	-1.97	-1.97	
RAVEJ113508.3-111328	K.C.Rasmussen+,ApJ, 905, 20, 2020			6115	4.25	-1.21	-1.21	
RAVEJ115941.7-382043	K.C.Rasmussen+,ApJ, 905, 20, 2020			5287	3.35	-0.94	-0.94	
RAVEJ160245.0-152102	K.C.Rasmussen+,ApJ, 905, 20, 2020			5215	3	-1.9	-1.9	
RAVEJ165300.5-005507	K.C.Rasmussen+,ApJ, 905, 20, 2020			4702	1.3	-1.56	-1.56	
RAVEJ175159.8-475131	K.C.Rasmussen+,ApJ, 905, 20, 2020			4716	1.65	-1.9	-1.9	
RAVEJ180242.3-440443	K.C.Rasmussen+,ApJ, 905, 20, 2020			4711	1.3	-1.84	-1.84	
RAVEJ201446.1-563530	K.C.Rasmussen+,ApJ, 905, 20, 2020			5044	2.05	-1.75	-1.75	
RAVEJ204954.4-480045	K.C.Rasmussen+,ApJ, 905, 20, 2020			5206	2.7	-1.79	-1.79	
RAVEJ205149.7-615801	K.C.Rasmussen+,ApJ, 905, 20, 2020			5310	3.15	-1.92	-1.92	
RAVEJ215118.3-135937	K.C.Rasmussen+,ApJ, 905, 20, 2020			5017	2.1	-1.94	-1.94	
ROSS242	D.Yong+,ApJ, 599, 1357, 2003	23 08 49.61	+27 01 03.9	4700	4.5	-0.94	-0.94	
Ross390	A.M.Boesgaard+,ApJ, 743, 140, 2011			5920	4.71	-0.78	-0.78	
Ross797	A.M.Boesgaard+,ApJ, 743, 140, 2011			5838	4.17	-1.17	-1.17	
SAGA_BooI_000004	G.Gilmore+,ApJ, 763, 61, 2013	14 00 25.83	+14 26 07.6	4750	1.6	-1.96	-1.96	
SAGA_BooI_000034	G.Gilmore+,ApJ, 763, 61, 2013	14 00 14.57	+14 35 52.7	4670	1.4	-2.11		
SAGA_BooI_000034	M.N.Ishigaki+,AAP, 562, A146, 2014	14 00 14.56	+14 35 52.7	4750	1.6	-1.9	-1.92	-0.18
SAGA_Car_000001	M.Shetrone+,AJ, 125, 684, 2003	06 41 46.37	-51 01 22.8	4375	0.4	-1.94	-1.94	-0.57
SAGA_Car_000001	M.Fabrizio+,AAP, 580, A18, 2015	06 41 46.37	-51 01 22.80					
SAGA_Car_000002	M.Shetrone+,AJ, 125, 684, 2003	06 41 57.81	-50 59 53.0	4250	0.55	-1.6	-1.6	-0.29
SAGA_Car_000002	M.Fabrizio+,AAP, 580, A18, 2015	06 41 57.82	-50 59 53.16			-1.63	-1.68	-0.01
SAGA_Car_000003	M.Shetrone+,AJ, 125, 684, 2003	06 41 54.60	-50 57 00.7	4250	0.2	-1.65	-1.65	-0.49
SAGA_Car_000003	M.Fabrizio+,AAP, 580, A18, 2015	06 41 54.60	-50 57 00.72			-2.14		
SAGA_Car_000003	J.E.Norris+,ApJS, 230, 28, 2017	06 41 54.60	-50 57 00.9	4230	0.67	-1.8	-1.82	<-0.48
SAGA_Car_000004	M.Shetrone+,AJ, 125, 684, 2003	06 41 36.47	-50 56 23.2	4300	0.6	-1.41	-1.41	-0.17
SAGA_Car_000004	M.Fabrizio+,AAP, 580, A18, 2015	06 41 36.48	-50 56 23.28	4400	0.8	-1.62	-1.67	0.34
SAGA_Car_000004	J.E.Norris+,ApJS, 230, 28, 2017	06 41 36.49	-50 56 23.3	4337	0.84	-1.3	-1.29	-0.14
SAGA_Car_000005	M.Shetrone+,AJ, 125, 684, 2003	06 41 48.23	-50 55 01.7	4200	0.4	-1.59	-1.59	-0.26
SAGA_Car_000005	M.Fabrizio+,AAP, 580, A18, 2015	06 41 48.24	-50 55 01.92			-1.65	-1.7	0.08
SAGA_Car_000323	K.A.Venn+,ApJ, 751, 102, 2012	06 41 22.0	-51 03 43	4600	0.75	-1.3	-1.3	-0.25
SAGA_Car_000323	A.Koch+,AJ, 135, 1580, 2008	06 41 21	-51 03 43	4600	1.49	1.42	-1.43	-0.03
SAGA_Car_000323	M.Fabrizio+,AAP, 580, A18, 2015	06 41 21.96	-51 03 43.20			-1.95	-2	0.57
SAGA_Car_000323	J.E.Norris+,ApJS, 230, 28, 2017	06 41 21.98	-51 03 43.3	4412	0.84	-1.6	-1.61	-0.17
SAGA_Car_000324	M.Fabrizio+,AAP, 580, A18, 2015	06 41 00.31	-51 03 43.20				-1.85	
SAGA_Car_000324	B.Lemasle+,AAP, 538, A100, 2012	06 41 00.31	-51 03 43.20	4440	1	1.6	-1.6	
SAGA_Car_000324	J.E.Norris+,ApJS, 230, 28, 2017	06 41 00.31	-51 03 43.1	4551	1.19	-1.6	-1.49	-0.25
SAGA_Car_000370	M.Fabrizio+,AAP, 580, A18, 2015	06 40 58.06	-51 02 00.24				-1.85	
SAGA_Car_000370	J.E.Norris+,ApJS, 230, 28, 2017	06 40 58.04	-51 02 00.3	4454	0.93	-1.5	-1.52	
SAGA_Car_000401	B.Lemasle+,AAP, 538, A100, 2012	06 40 43.17	-51 01 06.60	4700	1.3	1.5	-1.55	
SAGA_Car_000409	M.Fabrizio+,AAP, 580, A18, 2015	06 41 16.75	-51 00 54.00			-2.03		
SAGA_Car_000409	J.E.Norris+,ApJS, 230, 28, 2017	06 41 16.76	-51 00 54.1	4425	0.85	-1.9	-1.89	
SAGA_Car_000437	M.Fabrizio+,AAP, 580, A18, 2015	06 41 16.32	-51 00 18.72					
SAGA_Car_000437	B.Lemasle+,AAP, 538, A100, 2012	06 41 16.31	-51 00 18.70	4360	0.9	1.9	-1.99	
SAGA_Car_000437	J.E.Norris+,ApJS, 230, 28, 2017	06 41 16.31	-51 00 18.7	4486	1.04	-1.9	-1.96	<-0.13
SAGA_Car_000438	M.Fabrizio+,AAP, 580, A18, 2015	06 41 27.19	-51 00 18.36			-2.03		
SAGA_Car_000438	B.Lemasle+,AAP, 538, A100, 2012	06 41 27.15	-51 00 18.30	4180	0.6	1.7	-1.72	
SAGA_Car_000438	J.E.Norris+,ApJS, 230, 28, 2017	06 41 27.18	-51 00 18.4	4312	0.76	-1.6	-1.68	-0.21
SAGA_Car_000458	B.Lemasle+,AAP, 538, A100, 2012	06 41 15.66	-50 59 47.90	4190	0.6	1.5	-1.58	
SAGA_Car_000462	M.Fabrizio+,AAP, 580, A18, 2015	06 41 47.64	-50 59 44.16				-1.93	
SAGA_Car_000462	J.E.Norris+,ApJS, 230, 28, 2017	06 41 47.63	-50 59 44.2	4442	1.01	-1.4	-1.35	-0.76
SAGA_Car_000477	M.Fabrizio+,AAP, 580, A18, 2015	06 41 57.62	-50 59 32.64			-1.85	-1.9	
SAGA_Car_000477	J.E.Norris+,ApJS, 230, 28, 2017	06 41 57.63	-50 59 32.8	4359	0.89	-1.5	-1.59	<-0.42
SAGA_Car_000495	A.Koch+,AJ, 135, 1580, 2008	06 40 30	-50 59 15	4594	1.53	1.5	-1.52	-0.77
SAGA_Car_000495	M.Fabrizio+,AAP, 580, A18, 2015	06 40 30.84	-50 59 15.36			-1.79	-1.84	
SAGA_Car_000495	J.E.Norris+,ApJS, 230, 28, 2017	06 40 30.85	-50 59 15.4	4352	0.8	-1.7	-1.42	-0.31
SAGA_Car_000513	B.Lemasle+,AAP, 538, A100, 2012	06 40 22.51	-50 59 01.90	4720	1.4	1.45	-1.47	
SAGA_Car_000528	M.Fabrizio+,AAP, 580, A18, 2015	06 41 54.84	-50 58 46.92				-1.83	
SAGA_Car_000528	J.E.Norris+,ApJS, 230, 28, 2017	06 41 54.84	-50 58 47.0	4515	1.19	-1.5	-1.5	-0.39
SAGA_Car_000551	B.Lemasle+,AAP, 538, A100, 2012	06 40 51.62	-50 58 21.70	4720	1.5	1.35	-1.34	
SAGA_Car_000589	M.Fabrizio+,AAP, 580, A18, 2015	06 42 05.38	-50 57 48.60			-2.29		
SAGA_Car_000589	J.E.Norris+,ApJS, 230, 28, 2017	06 42 05.38	-50 57 48.6	4509	1.1	-2.1	-1.75	<0.07
SAGA_Car_000591	M.Fabrizio+,AAP, 580, A18, 2015	06 40 57.10	-50 57 44.64					
SAGA_Car_000591	B.Lemasle+,AAP, 538, A100, 2012	06 40 57.07	-50 57 44.10	4550	1.2	1.8	-1.78	
SAGA_Car_000617	M.Fabrizio+,AAP, 580, A18, 2015	06 41 12.31	-50 57 26.28				-1.95	0.35
SAGA_Car_000617	B.Lemasle+,AAP, 538, A100, 2012	06 41 12.28	-50 57 25.70	4500	1	1.6	-1.63	
SAGA_Car_000617	J.E.Norris+,ApJS, 230, 28, 2017	06 41 12.30	-50 57 26.1	4619	1.19	-1.5	-1.56	-0.22
SAGA_Car_000619	K.A.Venn+,ApJ, 751, 102, 2012	06 41 19.7	-50 57 26	4600	0.86	-1.68	-1.68	0.04
SAGA_Car_000619	M.Fabrizio+,AAP, 580, A18, 2015	06 41 19.70	-50 57 25.56			-1.84	-1.89	
SAGA_Car_000619	J.E.Norris+,ApJS, 230, 28, 2017	06 41 19.70	-50 57 25.6	4438	0.95	-1.6	-1.57	-0.34
SAGA_Car_000625	M.Fabrizio+,AAP, 580, A18, 2015	06 41 17.93	-50 57 20.52					
SAGA_Car_000625	J.E.Norris+,ApJS, 230, 28, 2017	06 41 17.93	-50 57 20.5	4561	1.15	-1.8	-1.78	<-0.26
SAGA_Car_000697	M.Fabrizio+,AAP, 580, A18, 2015	06 41 49.58	-50 56 11.40				-1.79	
SAGA_Car_000697	J.E.Norris+,ApJS, 230, 28, 2017	06 41 49.58	-50 56 11.5	4651	1.28	-1.7	-1.73	-0.06
SAGA_Car_000712	B.Lemasle+,AAP, 538, A100, 2012	06 42 38.52	-50 56 00.80	4670	1.2	1.6	-1.57	
SAGA_Car_000717	K.A.Venn+,ApJ, 751, 102, 2012	06 42 17.3	-50 55 55	4500	0.77	-1.35	-1.35	-0.22
SAGA_Car_000717	A.Koch+,AJ, 135, 1580, 2008	06 42 17	-50 55 55	4570	1.68	1.3	-1.3	-0.46
SAGA_Car_000717	M.Fabrizio+,AAP, 580, A18, 2015	06 42 17.42	-50 55 55.20			-1.87	-1.92	0.18
SAGA_Car_000717	J.E.Norris+,ApJS, 230, 28, 2017	06 42 17.43	-50 55 55.3	4337	0.81	-1.5	-1.34	-0.44
SAGA_Car_000727	B.Lemasle+,AAP, 538, A100, 2012	06 41 26.09	-50 55 43.70	4150	0.55	1.5	-1.48	
SAGA_Car_000817	B.Lemasle+,AAP, 538, A100, 2012	06 42 37.95	-50 53 37.60	4590	1.3	1.6	-1.57	
SAGA_Car_000835	M.Fabrizio+,AAP, 580, A18, 2015	06 41 17.69	-50 53 07.80				-2	
SAGA_Car_000867	J.E.Norris+,ApJS, 230, 28, 2017	06 42 10.86	-50 52 20.6	4563	1.18	-1.8	-1.84	<-0.02
SAGA_Car_000894	A.Koch+,AJ, 135, 1580, 2008	06 41 59	-50 51 13	4511	1.39	1.5	-1.53	-0.21
SAGA_Car_000894	M.Fabrizio+,AAP, 580, A18, 2015	06 41 59.71	-50 51 13.32			-2.09		
SAGA_Car_000897	K.A.Venn+,ApJ, 751, 102, 2012	06 41 14.6	-50 51 10	4500	0.7	-1.75	-1.75	<-0.26
SAGA_Car_000897	M.Fabrizio+,AAP, 580, A18, 2015	06 41 14.71	-50 51 10.08			-1.83	-1.88	
SAGA_Car_000926	M.Fabrizio+,AAP, 580, A18, 2015	06 41 36.89	-50 50 07.44			-1.66	-1.71	
SAGA_Car_000930	K.A.Venn+,ApJ, 751, 102, 2012	06 41 39.6	-50 49 59	4400	0.65	-1.53	-1.53	-0.25
SAGA_Car_000930	A.Koch+,AJ, 135, 1580, 2008	06 41 39	-50 49 58	4317	1.26	1.39	-1.41	-0.22
SAGA_Car_000930	M.Fabrizio+,AAP, 580, A18, 2015	06 41 39.65	-50 49 58.80			-1.71	-1.76	-0.05
SAGA_Car_000930	J.E.Norris+,ApJS, 230, 28, 2017	06 41 39.64	-50 49 58.8	4284	0.68	-1.5	-1.43	-0.2
SAGA_Car_001197	A.Koch+,AJ, 135, 1580, 2008	06 41 37	-51 01 43	4717	2.02	1.81	-1.82	
SAGA_Car_001197	M.Fabrizio+,AAP, 580, A18, 2015	06 41 37.66	-51 01 43.68			-2.12		
SAGA_Car_001197	B.Lemasle+,AAP, 538, A100, 2012	06 41 37.65	-51 01 43.60	4340	0.8	2.05	-1.82	
SAGA_Car_001198	A.Koch+,AJ, 135, 1580, 2008	06 41 04	-51 01 35	4205	0.85	1.38	-1.39	-0.23
SAGA_Car_001198	M.Fabrizio+,AAP, 580, A18, 2015	06 41 05.02	-51 01 36.12			-1.48	-1.53	0.15
SAGA_Car_001198	J.E.Norris+,ApJS, 230, 28, 2017	06 41 05.01	-51 01 36.0	4279	0.69	-1.4	-1.28	-0.23
SAGA_Car_001200	K.A.Venn+,ApJ, 751, 102, 2012	06 40 58.6	-50 53 35	4500	0.75	-1.3	-1.3	<-0.72
SAGA_Car_001200	A.Koch+,AJ, 135, 1580, 2008	06 40 58	-50 53 35	4384	0.84	1.46	-1.52	-0.39
SAGA_Car_001200	M.Fabrizio+,AAP, 580, A18, 2015	06 40 58.46	-50 53 35.52			-1.51	-1.56	-0.38
SAGA_Car_001200	J.E.Norris+,ApJS, 230, 28, 2017	06 40 58.46	-50 53 35.5	4437	0.87	-1.3	-1.29	-0.69
SAGA_Car_001201	B.Lemasle+,AAP, 538, A100, 2012	06 41 29.15	-51 05 22.30	4480	1.1	1.5	-1.5	0.45
SAGA_Car_001202	M.Fabrizio+,AAP, 580, A18, 2015	06 41 51.55	-51 03 36.00				-1.75	
SAGA_Car_001202	B.Lemasle+,AAP, 538, A100, 2012	06 41 51.55	-51 03 36.00	4490	1.2	1.7	-1.75	
SAGA_Car_001203	M.Fabrizio+,AAP, 580, A18, 2015	06 41 44.64	-51 03 31.32			-1.78	-1.83	
SAGA_Car_001203	B.Lemasle+,AAP, 538, A100, 2012	06 41 44.65	-51 03 31.40	4315	0.9	1.4	-1.39	
SAGA_Car_001204	B.Lemasle+,AAP, 538, A100, 2012	06 40 57.68	-51 02 40.70	4720	1.4	1.3	-1.24	
SAGA_Car_001205	B.Lemasle+,AAP, 538, A100, 2012	06 42 08.97	-51 00 48.00	4440	1.1	1.5	-1.51	
SAGA_Car_001206	M.Fabrizio+,AAP, 580, A18, 2015	06 42 02.81	-50 58 59.52			-1.57	-1.62	
SAGA_Car_001206	B.Lemasle+,AAP, 538, A100, 2012	06 42 02.81	-50 58 59.40	4380	0.9	1.1	-1.18	
SAGA_Car_001206	J.E.Norris+,ApJS, 230, 28, 2017	06 42 02.81	-50 58 59.5	4486	1.08	-1.2	-1.3	-0.29
SAGA_Car_001208	M.Fabrizio+,AAP, 580, A18, 2015	06 40 56.98	-50 58 38.28			-1.75	-1.8	0.31
SAGA_Car_001208	B.Lemasle+,AAP, 538, A100, 2012	06 40 56.96	-50 58 38.30	4340	0.9	1.4	-1.43	
SAGA_Car_001208	J.E.Norris+,ApJS, 230, 28, 2017	06 40 56.96	-50 58 38.4	4459	1.01	-1.3	-1.26	-0.19
SAGA_Car_001210	B.Lemasle+,AAP, 538, A100, 2012	06 41 45.91	-50 56 54.30	4690	1.55	1.2	-1.21	
SAGA_Car_001211	B.Lemasle+,AAP, 538, A100, 2012	06 41 29.08	-50 56 46.50	4585	1.3	1.2	-1.2	
SAGA_Car_001212	B.Lemasle+,AAP, 538, A100, 2012	06 42 30.38	-50 56 33.30	4490	1.25	1.7	-1.64	
SAGA_Car_001213	B.Lemasle+,AAP, 538, A100, 2012	06 42 17.45	-50 56 26.30	4550	1.2	1.35	-1.39	
SAGA_Car_001214	B.Lemasle+,AAP, 538, A100, 2012	06 40 31.12	-50 55 24.50	4300	0.7	1.75	-1.75	
SAGA_Car_001215	M.Fabrizio+,AAP, 580, A18, 2015	06 41 40.82	-50 54 45.72					
SAGA_Car_001215	B.Lemasle+,AAP, 538, A100, 2012	06 41 40.82	-50 54 45.80	4570	1.2	2.3		
SAGA_Car_001215	J.E.Norris+,ApJS, 230, 28, 2017	06 41 40.83	-50 54 45.8	4675	1.31	-2.3	-1.64	<0.77
SAGA_Car_001216	B.Lemasle+,AAP, 538, A100, 2012	06 40 40.82	-50 54 29.20	4420	1	1.7	-1.73	
SAGA_Car_001217	B.Lemasle+,AAP, 538, A100, 2012	06 40 35.37	-50 54 07.60	4380	1	1.65	-1.67	
SAGA_Car_001218	B.Lemasle+,AAP, 538, A100, 2012	06 41 18.04	-50 53 11.40	4660	1.5	1.5	-1.54	
SAGA_Car_001219	B.Lemasle+,AAP, 538, A100, 2012	06 41 45.03	-50 52 49.00	4660	1.4	1.6	-1.57	
SAGA_Car_001220	B.Lemasle+,AAP, 538, A100, 2012	06 42 22.26	-50 52 09.50	4670	1.5	1.6	-1.57	
SAGA_Car_001221	M.Fabrizio+,AAP, 580, A18, 2015	06 41 46.01	-50 51 00.72			-2.6		
SAGA_Car_001221	B.Lemasle+,AAP, 538, A100, 2012	06 41 46.00	-50 51 00.50	4430	0.9	2.3	-1.8	
SAGA_Car_001221	J.E.Norris+,ApJS, 230, 28, 2017	06 41 46.00	-50 51 00.6	4524	1.07	-2	-1.61	0.19
SAGA_Car_001222	B.Lemasle+,AAP, 538, A100, 2012	06 41 58.19	-50 48 58.00	4520	1.1	1.6	-1.6	
SAGA_Car_001223	B.Lemasle+,AAP, 538, A100, 2012	06 41 58.27	-50 46 41.40	4490	1.1	2	-1.99	
SAGA_Car_001224	M.Fabrizio+,AAP, 580, A18, 2015	06 41 54.36	-51 02 46.32				-1.8	
SAGA_Car_001225	M.Fabrizio+,AAP, 580, A18, 2015	06 40 59.30	-51 02 26.88				-1.85	
SAGA_Car_001225	J.E.Norris+,ApJS, 230, 28, 2017	06 40 59.29	-51 02 26.7	4514	1.06	-1.5	-1.6	0.25
SAGA_Car_001226	M.Fabrizio+,AAP, 580, A18, 2015	06 41 27.55	-51 00 34.92					
SAGA_Car_001226	J.E.Norris+,ApJS, 230, 28, 2017	06 41 27.55	-51 00 34.9	4587	1.3	-1.3	-1.27	-0.5
SAGA_Car_001227	M.Fabrizio+,AAP, 580, A18, 2015	06 41 54.07	-50 57 56.88					
SAGA_Car_001227	J.E.Norris+,ApJS, 230, 28, 2017	06 41 54.08	-50 57 56.8	4652	1.2	-1.7	-1.72	<-0.27
SAGA_Car_001228	M.Fabrizio+,AAP, 580, A18, 2015	06 41 50.09	-50 56 35.16				-1.88	
SAGA_Car_001228	J.E.Norris+,ApJS, 230, 28, 2017	06 41 50.10	-50 56 35.2	4695	1.34	-1.5	-1.48	-0.13
SAGA_Car_001229	M.Fabrizio+,AAP, 580, A18, 2015	06 41 10.56	-50 55 53.04			-1.69	-1.74	
SAGA_Car_001229	J.E.Norris+,ApJS, 230, 28, 2017	06 41 10.54	-50 55 53.0	4418	0.93	-1.5	-1.48	-0.21
SAGA_Dra_000002	M.D.Shetrone+,AJ, 115, 1888, 1998	17 19 36.00	+57 56 28.9	4400	0.9	-1.44	-1.44	0.05
SAGA_Dra_000002	M.D.Shetrone+,ApJ, 548, 592, 2001	17 19 36.00	+57 56 28.9	4400	0.9	-1.44	-1.44	0.05
SAGA_Dra_000004	M.D.Shetrone+,AJ, 115, 1888, 1998	17 19 44.73	+57 57 37.0	4180	0.6	-1.67	-1.67	-0.5
SAGA_Dra_000004	M.D.Shetrone+,ApJ, 548, 592, 2001	17 19 44.73	+57 57 37.0	4180	0.6	-1.67	-1.67	-0.5
SAGA_Dra_000005	M.D.Shetrone+,ApJ, 548, 592, 2001	17 20 13.52	+57 51 59.1	4475	0.9	-1.86	-1.86	-0.06
SAGA_Dra_000006	M.D.Shetrone+,ApJ, 548, 592, 2001	17 20 05.67	+57 57 52.7	4475	0.8	-1.72	-1.72	<-0.25
SAGA_Dra_000007	J.G.Cohen+,ApJ, 701, 1053, 2009	17 19 36.37	+57 51 25.1	4380	0.6	1.89	-1.94	-0.34
SAGA_Dra_000010	J.G.Cohen+,ApJ, 701, 1053, 2009	17 20 34.19	+57 53 32.14	4420	0.75	-1.49	-1.54	-0.35
SAGA_Dra_000013	J.G.Cohen+,ApJ, 701, 1053, 2009	17 19 35.46	+57 58 46.78	4350	1	-1.73	-1.78	-0.5
SAGA_Dra_000156	T.Tsujimoto+,PASJ, 67, L3, 2015	17 20 52.97	+57 55 57.9	4028	0.6	-1.45	-1.45	
SAGA_For_000001	M.Shetrone+,AJ, 125, 684, 2003	02 39 47.12	-34 31 49.9	4025	0	-1.21	-1.21	-0.22
SAGA_For_000001	B.Letarte+,AAP, 523, A17, 2010	02 39 47.09	-34 31 49.8	4123	0.68	-0.91	-0.92	-0.61
SAGA_For_000002	M.Shetrone+,AJ, 125, 684, 2003	02 40 10.0	-34 30 01	4150	0	-1.6	-1.6	-0.42
SAGA_For_000003	M.Shetrone+,AJ, 125, 684, 2003	02 40 04.41	-34 27 11.6	4000	0.5	-0.67	-0.67	0.11
SAGA_For_000003	B.Letarte+,AAP, 523, A17, 2010	02 40 04.38	-34 27 11.3	4072	0.64	-0.73	-0.73	-0.08
SAGA_For_000017	G.Battaglia+,MNRAS, 383, 183, 2008	02 39 24.80	-34 34 37.9				-0.72	
SAGA_For_000017	B.Letarte+,AAP, 523, A17, 2010	02 39 24.80	-34 34 38.1	4014	0.8	-0.71	-0.71	-0.62
SAGA_For_000021	G.Battaglia+,MNRAS, 383, 183, 2008	02 39 28.03	-34 34 01.0				-1	
SAGA_For_000021	B.Letarte+,AAP, 523, A17, 2010	02 39 28.03	-34 34 01.2	4063	0.58	-1.11	-1.12	-0.48
SAGA_For_000023	G.Battaglia+,MNRAS, 383, 183, 2008	02 39 34.07	-34 33 33.0				-0.9	
SAGA_For_000023	B.Letarte+,AAP, 523, A17, 2010	02 39 34.07	-34 33 33.2	4015	0.59	-1.07	-1.06	-0.81
SAGA_For_000024	G.Battaglia+,MNRAS, 383, 183, 2008	02 39 34.08	-34 33 09.4				-0.63	
SAGA_For_000024	B.Letarte+,AAP, 523, A17, 2010	02 39 34.08	-34 33 09.6	4003	0.58	-0.73	-0.74	-0.4
SAGA_For_000025	G.Battaglia+,MNRAS, 383, 183, 2008	02 40 05.49	-34 32 42.6				-0.91	
SAGA_For_000025	B.Letarte+,AAP, 523, A17, 2010	02 40 05.49	-34 32 42.7	3950	0.46	-0.96	-0.97	-0.63
SAGA_For_000030	B.Letarte+,AAP, 523, A17, 2010	02 39 32.94	-34 32 06.2	4159	0.89	-0.66	-0.66	-0.46
SAGA_For_000049	B.Letarte+,AAP, 523, A17, 2010	02 40 16.76	-34 29 34.4	3881	0.53	-0.91	-0.91	-0.64
SAGA_For_000077	B.Letarte+,AAP, 523, A17, 2010	02 40 17.90	-34 27 00.7	3990	0.71	-0.92	-0.92	-0.38
SAGA_For_000092	B.Letarte+,AAP, 523, A17, 2010	02 40 10.42	-34 25 17.6	3997	0.72	-1.02	-1.02	-0.76
SAGA_For_000107	B.Letarte+,AAP, 523, A17, 2010	02 39 56.01	-34 24 10.5	4062	0.82	-0.62	-0.62	-0.61
SAGA_For_000117	G.Battaglia+,MNRAS, 383, 183, 2008	02 39 31.49	-34 23 05.1				-0.85	
SAGA_For_000117	B.Letarte+,AAP, 523, A17, 2010	02 39 31.49	-34 23 05.1	4065	0.83	-0.85	-0.86	-0.57
SAGA_For_000243	B.Lemasle+,AAP, 572, A88, 2014	02 38 40.56	-34 53 30.50	3875	0.55	-0.4	-0.3	-1.2
SAGA_For_000247	B.Lemasle+,AAP, 572, A88, 2014	02 38 37.11	-34 53 10.20	4230	0.75	-2.1	-1.48	
SAGA_For_000271	B.Lemasle+,AAP, 572, A88, 2014	02 38 42.95	-34 50 55.90	3870	0.6	-0.7	-0.67	
SAGA_For_000283	B.Lemasle+,AAP, 572, A88, 2014	02 38 17.87	-34 49 53.10	4330	0.85	-2.3	-1.63	
SAGA_For_000301	B.Lemasle+,AAP, 572, A88, 2014	02 38 42.14	-34 47 40.00	3835	0.5	-0.7	-0.7	-1.13
SAGA_For_000305	B.Lemasle+,AAP, 572, A88, 2014	02 38 55.48	-34 47 20.70	3980	0.75	-0.3	-0.26	
SAGA_For_000306	B.Lemasle+,AAP, 572, A88, 2014	02 38 52.93	-34 47 01.00	4035	0.55	-0.85	-0.82	-0.56
SAGA_For_000318	B.Lemasle+,AAP, 572, A88, 2014	02 38 59.50	-34 45 36.00	3855	0.5	-0.45	-0.44	
SAGA_For_000319	B.Lemasle+,AAP, 572, A88, 2014	02 38 50.89	-34 45 35.00	4170	0.8	-1.7	-1.68	
SAGA_For_000322	B.Lemasle+,AAP, 572, A88, 2014	02 38 30.20	-34 45 02.70	3640	0.25	-0.65	-0.62	-1.22
SAGA_For_000323	B.Lemasle+,AAP, 572, A88, 2014	02 38 52.25	-34 44 55.00	3730	0.2	-0.75	-0.74	-0.61
SAGA_For_000331	B.Lemasle+,AAP, 572, A88, 2014	02 38 35.50	-34 44 02.40	3890	0.5	-0.9	-0.88	
SAGA_For_000346	B.Lemasle+,AAP, 572, A88, 2014	02 38 44.58	-34 42 33.10	3960	0.65	-0.9	-0.88	-0.72
SAGA_For_000362	B.Lemasle+,AAP, 572, A88, 2014	02 38 45.53	-34 41 44.90	3970	0.65	-0.65	-0.64	
SAGA_For_000378	G.Battaglia+,MNRAS, 383, 183, 2008	02 39 43.07	-34 40 18.5				-0.82	
SAGA_For_000378	B.Letarte+,AAP, 523, A17, 2010	02 39 43.07	-34 40 18.4	4032	0.85	-0.82	-0.82	-0.47
SAGA_For_000381	G.Battaglia+,MNRAS, 383, 183, 2008	02 39 45.04	-34 40 11.1				-0.64	
SAGA_For_000381	B.Letarte+,AAP, 523, A17, 2010	02 39 45.03	-34 40 11.1	4044	0.65	-0.68	-0.67	-0.2
SAGA_For_000390	B.Lemasle+,AAP, 572, A88, 2014	02 38 47.86	-34 39 39.40	3825	0.45	-0.9	-0.88	-0.56
SAGA_For_000397	B.Lemasle+,AAP, 572, A88, 2014	02 38 40.14	-34 39 11.80	3830	0.4	-0.7	-0.7	-0.59
SAGA_For_000399	B.Letarte+,AAP, 523, A17, 2010	02 39 11.05	-34 39 08.6	4123	0.72	-0.63	-0.63	-0.31
SAGA_For_000407	G.Battaglia+,MNRAS, 383, 183, 2008	02 40 02.70	-34 38 29.8				-1.53	
SAGA_For_000407	B.Letarte+,AAP, 523, A17, 2010	02 40 02.70	-34 38 29.9	4272	0.95	-1.51	-1.52	0.14
