# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Al/Fe]	[Ba/Fe]	[Ca/Fe]	[Ce/Fe]	[C/Fe]	[Co/Fe]	[Cr/Fe]	[Eu/Fe]	[Mg/Fe]	[Mn/Fe]	[N/Fe]	[Ni/Fe]	[O/Fe]	[Si/Fe]	[Sr/Fe]	[Ti/Fe]	[V/Fe]	[Y/Fe]	[Zr/Fe]	log-e(Li)
BD+24_1676	I.I.Ivans+,ApJ, 592, 906, 2003	07 30 41.26	+24 05 10.2	6250	3.45	-2.49	-2.48	<1.08	-0.56	0.43				0.03	<2.18	0.45	0.35		0.31	1.09	<0.8		0.48	<2.21	0.18		2.45
BD+24_1676	D.K.Lai+,ApJ, 681, 1524, 2008	07 30 41.26	+24 05 10.2	6241	3.81	-2.6	-2.63		-0.38	0.47		0.5	0.28	-0.1	<0.58	0.35	-0.47	<0.3	0.06	0.79	0.21	0.05	0.62	0.27	-0.09	0.33	
BD+24_1676	J.Melendez+,AAP, 515, L3, 2010	07 30 41.26	+24 05 10.2	6387	3.84	-2.54	-2.54																				2.27
BD+26_2606	J.P.Fulbright+,AJ, 120, 1841, 2000	14 49 02.36	+25 42 09.2	5875	4.1	-2.3	-2.46		-0.39	0.37				-0.11		0.38							0.54				2.13
BD+26_2606	G.S.Bai+,AAP, 425, 671, 2004	14 49 02.36	+25 42 09.2	6086	4.1	-2.27	-2.27		-0.47	0.3				-0.02		0.23	-0.31			0.82	0.44		0.7				
BD+26_2606	R.G.Gratton+,AAP, 404, 187, 2003	14 49 02.36	+25 42 09.2	6101	4.34	-2.4	-2.48			0.45						0.31							0.65				
BD+26_2606	Y.Takeda+,PASJ, 63, S537, 2011	14 49 02.36	+25 42 09.2	5875	4.1	-2.3	-2.3																				
BD+26_2621	E.Arnone+,AAP, 430, 507, 2005	14 54 10.71	+25 33 48.9	6150	4		-2.86			0.21						0.25											
BD+26_2621	A.M.Boesgaard+,ApJ, 743, 140, 2011			6266	4.5	-2.69	-2.69									0.36				0.67			0.61				
BD+26_2621	A.Hosford+,AAP, 493, 601, 2009	14 54 10.71	+25 33 48.9	6233	4.49	-2.67	-2.69																				2.17
BD+26_2621	J.A.Rich+,ApJ, 701, 1519, 2009	14 54 10.71	+25 33 48.9	6266	4.5	-2.69	-2.69													0.91							
BD+26_3578	A.M.Boesgaard+,ApJ, 743, 140, 2011			6158	3.94	-2.32	-2.32													0.57							
BD+26_3578	A.Hosford+,AAP, 493, 601, 2009			6148	3.76	-2.42	-2.39																				2.15
BD+26_3578	A.M.Boesgaard+,AJ, 117, 492, 1999			6269	4.04	-2.24	-2.07													0.83							
BD+26_3578	J.A.Rich+,ApJ, 701, 1519, 2009			6158	3.94	-2.32	-2.32													0.81							
BD+26_3578	G.Bihain+,AAP, 423, 777, 2004			6263	3.93	-2.36	-2.19																				
BD+26_3578	E.Arnone+,AAP, 430, 507, 2005			6150	3.7		-2.49			0.46				-0.1		0.31							0.46				
BD+26_3578	I.U.Roederer+,AJ, 147, 136, 2014			6060	3.75	-2.41	-2.6	-0.75	-0.13	0.54	<0.78	0.3	-0.37	-0.15	<0.71	0.4	-0.65	<2.37	-0.04	0.4	0.46	0.32	0.47	0.15	-0.13	0.5	2.07
BD+26_3578	G.Israelian+,AAP, 421, 649, 2004			6263	3.93	-2.36	-2.19											<1.05									
BD+26_3578	A.E.GarciaPerez+,AAP, 504, 213, 2009			6239	3.87	-2.33	-2.33																				2.21
BD+29_2091	J.P.Fulbright+,AJ, 120, 1841, 2000	10 47 23.16	+28 23 55.9	5700	4.5	-1.8				0.42				-0.08		0.34							0.56				
BD+29_2091	G.S.Bai+,AAP, 425, 671, 2004	10 47 23.16	+28 23 55.9	5648	4.6	-1.96			0	0.26				-0.03		0.09	-0.56			0.7	0.44		0.45				
BD+29_2091	R.G.Gratton+,AAP, 404, 187, 2003	10 47 23.16	+28 23 55.9	5784	4.46	-1.89				0.38						0.29							0.52				
BD+29_2091	B.E.Reddy+,MNRAS, 367, 1329, 2006	10 47 23.16	+28 23 55.9	5354	4.77	-1.98	-2.03		-0.2	0.14			0.77			0.2	-0.48		0	1.19			0.11				
BD+29_2091	T.V.Mishenina+,AAP, 396, 189, 2002	10 47 23.16	+28 23 55.9			-1.93																					
BD+29_2091	J.Melendez+,AAP, 515, L3, 2010	10 47 23.16	+28 23 55.9	5974	4.58	-1.99																					2.21
BD+29_2091	T.V.Mishenina+,AAP, 370, 951, 2001	10 47 23.16	+28 23 55.9	5850	4.2	-1.03			-0.18							-0.01					0.4						
BD+2_3375	A.M.Boesgaard+,ApJ, 743, 140, 2011			6008	4.04	-2.22	-2.22									0.35				0.68			0.35				
BD+34_2476	A.M.Boesgaard+,ApJ, 743, 140, 2011			6248	3.72	-1.94										0.21				0.63			0.56				
BD+34_2476	G.S.Bai+,AAP, 425, 671, 2004	13 59 09.48	+33 51 39.4	6247	4.1	-1.94			-0.04	0.36				0.1		0.15	-0.45			0.74	0.63		0.5				
BD+34_2476	J.Melendez+,AAP, 515, L3, 2010	13 59 09.48	+33 51 39.4	6416	3.95	-2.07	-2.07																				2.3
BD+36_2964	A.M.Boesgaard+,ApJ, 743, 140, 2011			6152	3.85	-2.2	-2.2									0.28				0.96			0.45				
BD+37_1458	A.M.Boesgaard+,ApJ, 743, 140, 2011			5492	3.85	-2.02	-2.02									0.46				0.59			0.37				
BD+37_1458	G.Israelian+,ApJ, 507, 805, 1998			5260	3	-2.4	-2.23													1.04							
BD+37_1458	R.G.Gratton+,AAP, 354, 169, 2000	06 16 01.50	+37 43 19.0	5399	3.33	-2	-2.07																				
BD+37_1458	J.P.Fulbright+,ApJ, 595, 1154, 2003	06 16 01.50	+37 43 19.0	5400	3.13	-2.2	-2.08													0.75							
BD+37_1458	Y.Saito+,PASJ, 61, 549, 2009	06 16 01.50	+37 43 19.0	5520	3.32	-2.08	-2.12																				
BD+37_1458	A.M.Boesgaard+,AJ, 117, 492, 1999	06 16 01.50	+37 43 19.0	5554	3.62	-2.06														0.9							
BD+37_1458	J.A.Rich+,ApJ, 701, 1519, 2009	06 16 01.50	+37 43 19.0	5500	3.41	-2.14	-2.14													1.18							
BD+37_1458	G.Bihain+,AAP, 423, 777, 2004	06 16 01.50	+37 43 19.0	5326	3.3	-2.17	-2																				
BD+37_1458	J.P.Fulbright+,AJ, 120, 1841, 2000	06 16 01.50	+37 43 19.0	5200	3	-2	-2.15		0.02	0.38				-0.16		0.5			-0.03				0.2		-0.03	0.35	1.25
BD+37_1458	G.Israelian+,AAP, 421, 649, 2004			5326	3.3	-2.17	-2											0.25									
BD+38_4955	J.Melendez+,AAP, 515, L3, 2010	23 13 38.82	+39 25 02.6	5265	4.6	-2.59	-2.59																				0.75
BD+3_740	A.M.Boesgaard+,ApJ, 743, 140, 2011			6030	3.83	-2.95	-2.95									0.48				0.63			0.75				
BD+3_740	A.Hosford+,AAP, 493, 601, 2009			6344	4.44	-2.72	-2.77																				2.18
BD+3_740	J.A.Rich+,ApJ, 701, 1519, 2009			6030	3.83	-2.95	-2.95													0.87							
BD+3_740	G.Bihain+,AAP, 423, 777, 2004			6229	4.15	-2.82	-2.65																				
BD+42_3607	A.M.Boesgaard+,ApJ, 743, 140, 2011			5655	3.81	-2.29	-2.29									0.44				0.75			0.32				
BD+42_3607	R.G.Gratton+,AAP, 404, 187, 2003	20 09 01.41	+42 51 54.9	5965	4.58	-2.06	-2.11			0.2						0.33							0.42				
BD+42_3607	T.V.Mishenina+,AAP, 396, 189, 2002	20 09 01.41	+42 51 54.9																								
BD+42_3607	J.Melendez+,AAP, 515, L3, 2010	20 09 01.41	+42 51 54.9	6021	4.59	-2.06	-2.06																				2.29
BD+42_3607	T.V.Mishenina+,AAP, 370, 951, 2001	20 09 01.41	+42 51 54.9	5850	4	-1.97										-0.11						0.34					
BD+42_621	C.J.Hansen+,AAP, 545, A31, 2012	02 45 32.46	+42 43 28.9	4725	1.5	-2.48	-2.48		-0.55						0.54							-0.18			-0.32	0.12	
BD+44_1910	A.M.Boesgaard+,ApJ, 743, 140, 2011			5878	3.56	-2.64	-2.64									0.37				0.62			0.57				
BD+44_1910	J.A.Rich+,ApJ, 701, 1519, 2009	09 49 30.64	+44 17 19.2	5878	3.56	-2.64	-2.64													0.86							
BD+44_493	Y.Takeda+,PASJ, 63, S537, 2011	02 26 49.70	+44 57 46.0	5510	3.7	-3.68	-3.68																				
BD+44_493	I.U.Roederer+,ApJ, 824, L19, 2016	02 26 49.70	+44 57 46.0	5430	3.4	-3.8	-4.07						0.84	0.42		0.7			0.11		0.34		0.49				
BD+44_493	V.M.Placco+,ApJ, 790, 34, 2014	02 26 49.70	+44 57 46.0	5430	3.4	-3.8	-3.88				<1.79	1.23		-0.09	<1.9		-0.58		-0.02	1.54			0.36			<0.19	
BD+44_493	H.Ito+,ApJ, 698, L37, 2009	02 26 49.70	+44 57 46.0	5510	3.7	-3.68	-3.73	-0.6	-0.55	0.29		1.32	0.46	-0.39	<0.18	0.5	-1.11	0.32	0.1	1.61	0.46	-0.16	0.32	<-1.2	-0.29	<-0.16	1.04
BD+44_493	I.U.Roederer+,AJ, 147, 136, 2014	02 26 49.70	+44 57 46.0	5040	2.1	-4.26	-4.28	-0.44	-0.88	0.51	<1.04	1.2	0.29	-0.32	<0.93	0.89	-1.05	<2.2	0.14		0.48	-0.55	0.23	<0.66	<-0.42	<0.68	0.64
BD+44_493	H.Ito+,ApJ, 773, 33, 2013	02 26 49.70	+44 57 46.0	5430	3.4	-3.8	-3.83	-0.56	-0.6	0.31		1.35	0.54	-0.37	<0.41	0.46	-1.11	0.4	0.08	1.64	0.49	-0.23	0.36	-0.02	-0.24	0.04	1
BD+44_493	I.U.Roederer+,ApJ, 784, 158, 2014	02 26 49.70	+44 57 46.0	5040	2.1	-4.26	-4.28	-0.44	-0.88	0.51	<1.04	1.2	0.29	-0.32	<0.93	0.89	-1.05	<2.2	0.14		0.48	-0.55	0.23	<0.66	<-0.42	<0.68	0.64
BD+44_493	A.Arentsen+,AAP, 621, A108, 2019	02 26 49.7	+44 57 47	5430	3.4	-3.83	-3.83		-0.6			1.35															
BD+4_302	A.M.Boesgaard+,ApJ, 743, 140, 2011			6095	3.71	-2.17	-2.17									0.42				0.77			0.53				
BD+58_1218	D.L.Burris+,ApJ, 544, 302, 2000	09 52 38.68	+57 54 58.7	5000	2.2	-3	-2.55		-0.72						0.03							0.03			-0.24	-0.09	
BD+59_2407	R.G.Gratton+,AAP, 404, 187, 2003	21 39 16.15	+60 17 01.8	5391	4.63	-1.97	-2.02			0.25						0.35					0.42		0.47				
BD+59_2723	A.M.Boesgaard+,ApJ, 743, 140, 2011			5945	4.5	-2.2	-2.2									0.29				0.44			0.62				
BD+59_2723	B.E.Reddy+,MNRAS, 367, 1329, 2006	23 26 32.84	+60 37 42.7	5691	4.65	-1.78														0.76							
BD+80_245	I.U.Roederer+,AJ, 147, 136, 2014	08 11 06.20	+79 54 30.0	5360	3.15	-2.01	-2.04	-1.4	-1.78	-0.2	<-0.25	0.22	-0.38	-0.18	<-0.2	-0.29	-0.32	<1.01	-0.06	0.2		-0.89	-0.35	-0.41	-1.4	-0.64	1.5
BD+80_245	J.P.Fulbright+,AJ, 120, 1841, 2000	08 11 06.20	+79 54 30.0	5225	3	-1.9	-2.03		-1.94	-0.12				-0.11	-1.07	-0.12			-0.01				-0.18				
BD+80_245	I.I.Ivans+,ApJ, 592, 906, 2003	08 11 06.20	+79 54 30.0	5225	3	-2.07	-2.07	-1.33	-1.96	-0.18			-0.27	-0.14	-0.67	-0.26	-0.32		-0.08	<1.06	-0.09	-0.84	-0.32	-0.34	<-1.26		1.44
BD+9_2190	A.M.Boesgaard+,ApJ, 743, 140, 2011			6008	3.85	-3	-3									0.57				0.56			0.66				
BD+9_2190	A.Hosford+,AAP, 493, 601, 2009			6486	4.44	-2.68	-2.84																				2.14
BD-01_2582	I.U.Roederer+,AJ, 147, 136, 2014	11 53 37.20	-02 00 36.0	4920	1.8	-2.65	-2.62	-0.63	1.05	0.53	0.87	0.86	-0.26	-0.2	0.36	0.54	-0.5	0.08	0.01		0.85	0.35	0.18	0.06	-0.06	0.42	0.64
BD-01_2582	I.U.Roederer+,ApJ, 724, 975, 2010	11 53 37.20	-02 00 36.0				-2.21																		0.17		
BD-01_2582	J.Simmerer+,ApJ, 617, 1091, 2004	11 53 37.20	-02 00 36.0	5148	2.86	-2.21	-2.21					0.98			0.66												
BD-01_2582	A.E.GarciaPerez+,AAP, 451, 621, 2006	11 53 37.20	-02 00 36.0	5072	2.92	-2.13	-2.11													0.59							
BD-01_2582	A.E.GarciaPerez+,AAP, 447, 299, 2006	11 53 37.20	-02 00 36.0	5072	2.92	-2.11	-2.11																				0.63
BD-01_2582	D.L.Burris+,ApJ, 544, 302, 2000	11 53 37.20	-02 00 36.0	5150	2.5	-2	-2.08		1.28																		
BD-01_2582	C.M.Sakari+,ApJ, 868, 110, 2018	11 53 37.32	-02 00 36.7	4960	2.24	-2.49	-2.49		1.28	0.32	0.96		0	0.45	0.74	0.35	-0.64		-0.12		0.39	0.48	0.11		0.09	0.48	
BD-02_5957	C.M.Sakari+,ApJ, 868, 110, 2018	23 26 52.56	-01 59 24.0	4217	0.06	-3.22	-3.22		0.4	0.43	0.45		0.35		0.91	0.67	-0.36		0.07		1.15	0.45	0.36		0.06	0.48	
BD-03_2525	J.P.Fulbright+,AJ, 120, 1841, 2000	08 59 10.10	-04 01 37.0	5750	3.6	-1.8			0.03	0.24				-0.13		0.33			0.13		0.39		0.27				
BD-03_2525	R.G.Gratton+,AAP, 404, 187, 2003	08 59 10.10	-04 01 37.0	5850	4.41	-2.05	-2.11			0.37						0.33					0.53		0.46				
BD-04_3208	M.Bergemann+,AAP, 492, 823, 2008	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.23									0.32	-0.6										
BD-04_3208	J.P.Fulbright+,AJ, 120, 1841, 2000	12 07 15.07	-05 44 01.6	5900	3	-2.5	-2.6		-0.45	0.58				0.07		0.58							0.56		0.04	0.21	
BD-04_3208	J.R.Shi+,AAP, 465, 587, 2007	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.22																				2.32
BD-04_3208	A.M.Boesgaard+,AJ, 117, 492, 1999	12 07 15.07	-05 44 01.6	6401	3.94	-2.31	-2.14													0.94							
BD-04_3208	J.Melendez+,ApJ, 642, 1082, 2006	12 07 15.07	-05 44 01.6	6376	3.84	-2.1	-2.33													0.81							
BD-04_3208	J.A.Rich+,ApJ, 701, 1519, 2009	12 07 15.07	-05 44 01.6	6316	3.9	-2.35	-2.35													1.16							
BD-04_3208	A.E.GarciaPerez+,AAP, 504, 213, 2009	12 07 15.07	-05 44 01.6	6338	4	-2.28	-2.28																				2.27
BD-04_3208	J.Melendez+,AAP, 515, L3, 2010	12 07 15.07	-05 44 01.6	6491	3.98	-2.29	-2.29																				2.38
BD-10_388	A.M.Boesgaard+,ApJ, 743, 140, 2011			5768	3.04	-2.79	-2.79									0.61				0.75			0.53				
BD-10_388	J.Melendez+,AAP, 515, L3, 2010	01 50 32.65	-09 21 02.8	6260	3.98	-2.32	-2.32																				2.27
BD-11_145	J.A.Johnson+,ApJ, 579, 616, 2002	00 48 24.30	-10 41 31.0				-2.31		-0.16													-0.25			-0.47	-0.18	
BD-11_145	J.A.Johnson+,ApJ, 554, 888, 2001	00 48 24.30	-10 41 31.0	4650	0.7	-2.3	-2.33		-0.15		-0.16				0.12												
BD-11_145	J.A.Johnson+,ApJS, 139, 219, 2002	00 48 24.30	-10 41 31.0	4650	0.7	-2.3	-2.48		0.01	0.44	-0.06		-0.06	-0.2	0.28	0.71	-0.25		-0.04		0.49		0.21	-0.13	-0.3	-0.01	
BD-11_145	D.L.Burris+,ApJ, 544, 302, 2000	00 48 24.30	-10 41 31.0	4800	1.7	-2	-2.11		0.03																		
BD-133442	D.Fabbian+,AAP, 500, 1143, 2009	11 46 50.65	-14 06 43.4	6366	3.99	-2.69	-2.74					0.45								0.94							
BD-13_3442	I.U.Roederer+,ApJ, 860, 125, 2018	11 46 50.65	-14 06 43.45	6405	4.04	-2.85	-2.84																				
BD-13_3442	A.M.Boesgaard+,ApJ, 743, 140, 2011			6090	4.11	-2.91	-2.91									0.58				0.7			0.82				
BD-13_3442	A.Hosford+,AAP, 493, 601, 2009			6321	4.46	-2.66	-2.72																				2.2
BD-13_3442	P.E.Nissen+,AAP, 469, 319, 2007			6366	3.99	-2.69	-2.69																				
BD-13_3442	A.M.Boesgaard+,AJ, 117, 492, 1999			6273	3.6	-2.94	-2.77													1.26							
BD-13_3442	J.Melendez+,ApJ, 642, 1082, 2006			6510	4.1	-2.5	-2.61													0.81							
BD-13_3442	J.A.Rich+,ApJ, 701, 1519, 2009			6090	4.11	-2.91	-3.02													0.92							
BD-13_3442	C.J.Akerman+,AAP, 414, 931, 2004			6500	4.16	-2.61	-2.61					0.31								0.77							
BD-13_3442	C.M.Sakari+,ApJ, 868, 110, 2018	11 46 50.65	-14 06 43.2	6299	3.69	-2.8	-2.8		-0.6	0.3					<1.7	0.27						0.15	0.57				
BD-13_3442	L.Mashonkina+,ApJ, 679, 1549, 2008			6390	3.88	-2.66	-2.66	-0.79	-0.78	0.41						0.35						0.19					
BD-13_3442	E.Arnone+,AAP, 430, 507, 2005			6210	3.6		-2.83			0.45						0.34											
BD-13_3442	M.Asplund+,ApJ, 644, 229, 2006			6311	3.86	-2.71	-2.71													0.67							2.16
BD-13_3442	A.M.Amarsi+,AAP, 622, L4, 2019	11 46 50.65	-14 06 43.45	6357	3.97	-2.64	-2.64					0.32								0.82							
BD-13_3442	J.Melendez+,AAP, 515, L3, 2010			6435	3.93	-2.76	-2.76																				2.22
BD-13_3442	P.E.Nissen+,AAP, 415, 993, 2004			6500	4.16	-2.61	-2.61																				
BD-14_5850	A.M.Boesgaard+,ApJ, 743, 140, 2011			5777	4.12	-2.18	-2.18									0.42				0.74			0.3				
BD-14_5850	M.N.Ishigaki+,ApJ, 753, 64, 2012	20 47 34.40	-14 25 33.6	6100	5	-1.97	-2.02			0.2						0.11							0.35				
BD-14_5850	M.N.Ishigaki+,ApJ, 771, 67, 2013	20 47 34.40	-14 25 33.6	6100	5	-2.02	-2.02		-0.07				0.21	-0.13			-0.35		0.06					0.08			
BD-14_5890	M.N.Ishigaki+,ApJ, 753, 64, 2012	20 56 09.10	-13 31 16.0	4891	2.03	-2.16	-2.16			0.29						0.37					0.35		0.18				
BD-14_5890	M.N.Ishigaki+,ApJ, 771, 67, 2013	20 56 09.10	-13 31 16.0	4891	2.03	-2.16	-2.16		-0.43					-0.28	0.03		-0.49		-0.1						-0.31	0.06	
BD-14_5890	M.Ishigaki+,PASJ, 62, 143, 2010	20 56 09.10	-13 31 16.0	4630	1.47	-2.42	-2.42		-0.62	0.38				-0.32		0.58	-0.68		0.02				0.17		-0.28		
BD-15_5781	I.U.Roederer+,AJ, 147, 136, 2014	20 45 34.50	-14 31 15.0	4550	0.7	-2.87	-2.92	-0.54	-0.33	0.4	-0.16	-0.34	-0.36	-0.27	0.12	0.48	-0.44	0.55	0.06	0.57	0.57	0.01	0.07	-0.33	-0.5	0.03	<-0.56
BD-15_5781	D.L.Burris+,ApJ, 544, 302, 2000	20 45 34.50	-14 31 15.0	4750	1.2	-3	-2.19		-0.79																		
BD-17_6036	J.A.Johnson+,ApJ, 579, 616, 2002	20 37 15.90	-16 33 57.0				-2.59		-0.68													-0.68			-0.77	-0.47	
BD-17_6036	J.A.Johnson+,ApJ, 554, 888, 2001	20 37 15.90	-16 33 57.0	4700	1.35	-2.6	-2.6		-0.67						-0.12												
BD-17_6036	J.A.Johnson+,ApJS, 139, 219, 2002	20 37 15.90	-16 33 57.0	4700	1.35	-2.6	-2.75	-0.38	-0.52	0.42			0.16	-0.17	0.02	0.69	-0.33		0.03		0.53		0.22	-0.02	-0.61	-0.31	
BD-185550	F.Spite+,AAP, 611, A30, 2018	19 58 49.73	-18 12 11.14	4750	1.4	-3	-3.06		-0.79						-0.21							-0.96			-1.06	-0.69	
BD-18_271	M.N.Ishigaki+,ApJ, 753, 64, 2012			4234	0.41	-2.58	-2.58			0.28						0.48					0.43		0.19				
BD-18_271	M.N.Ishigaki+,ApJ, 771, 67, 2013			4234	0.41	-2.58	-2.58		-0.46					-0.31	0.09		-0.34		-0.06					-0.27	-0.49	-0.16	
BD-18_271	M.Ishigaki+,PASJ, 62, 143, 2010			4080	0.01	-2.66	-2.66		-0.5	0.34				-0.44		0.85	-0.64		-0.07		0.54		0.3		-0.38		
BD-18_271	J.Melendez+,ApJ, 575, 474, 2002			4245	0.7	-2.35	-2.35					-0.61								0.64							
BD-18_555	G.Israelian+,ApJ,  557, L43, 2001	03 12 40.80	-18 12 50.9	4668	1.5	-2.7	-2.7																				
BD-18_5550	A.McWilliam+,AJ, 109, 2757, 1995	19 58 49.70	-18 12 11.0				-2.74		-1.03	0.23		-0.04			-0.01	0.25			-0.27			-1.3					
BD-18_5550	M.Spite+,AAP, 430, 655, 2005	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06					0.07						-0.27		0.47							0.75
BD-18_5550	A.McWilliam+,AJ, 109, 2736, 1995	19 58 49.70	-18 12 11.0																								
BD-18_5550	S.M.Andrievsky+,AAP, 509, A88, 2010	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06									0.45											
BD-18_5550	G.Bihain+,AAP, 423, 777, 2004	19 58 49.70	-18 12 11.0	4668	1.5	-3.01	-2.84																				
BD-18_5550	T.V.Mishenina+,AAP, 370, 951, 2001	19 58 49.70	-18 12 11.0	4600	0.5	-3.01	-3.01		-1.17							0.26											
BD-18_5550	J.K.Hollek+,ApJ, 742, 54, 2011	19 58 49.70	-18 12 11.0	4600	0.8	-3.2	-3.2	-0.69	-0.76	0.45		0.13	0.19	-0.24	<0.18	0.5	-0.26		0.15		0.59	-0.9	0.14		-1.12	-0.58	0.41
BD-18_5550	P.Francois+,AAP, 476, 935, 2007	19 58 49.70	-18 12 11.0	4750	1.4	-3	-3.06		-0.79		<-0.42				-0.21							-0.96			<-1.35	-0.69	
BD-18_5550	J.A.Johnson+,ApJ, 579, 616, 2002	19 58 49.70	-18 12 11.0				-2.87		-0.98													-1.2			-1.15	-0.93	
BD-18_5550	J.A.Johnson+,ApJ, 554, 888, 2001	19 58 49.70	-18 12 11.0	4600	0.95	-2.9	-2.88		-0.97						-0.43												
BD-18_5550	J.Melendez+,ApJ, 575, 474, 2002	19 58 49.70	-18 12 11.0	4683	1.7	-2.87	-2.87					-0.27								0.61							
BD-18_5550	J.A.Johnson+,ApJS, 139, 219, 2002	19 58 49.70	-18 12 11.0	4600	0.95	-2.9	-3.03	-0.48	-0.82	0.42			0.16	-0.18	-0.28	0.6	-0.37		0.08		0.53		0.13	-0.02	-0.99	-0.77	
BD-18_5550	S.M.Andrievsky+,AAP, 481, 481, 2008	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	-0.04																			
BD-18_5550	S.M.Andrievsky+,AAP, 494, 1083, 2009	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06		-0.79																		
BD-18_5550	R.Cayrel+,AAP, 416, 1117, 2004	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	-0.57		0.43		0.07	0.12	-0.31		0.29	-0.42		-0.02	0.5	0.43		0.23				
BD-18_5550	M.Spite+,AAP, 541, A143, 2012	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06			0.6																	
BD-18_5550	Y.Takeda+,PASJ, 63, S537, 2011	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06																				
BD-18_5550	T.V.Mishenina+,AAP, 396, 189, 2002	19 58 49.70	-18 12 11.0				-3.01																				
BD-18_5550	D.L.Burris+,ApJ, 544, 302, 2000	19 58 49.70	-18 12 11.0	4575	1.4	-3	-2.76		-1.12						-0.25												
BD-18_5550	S.M.Andrievsky+,AAP, 464, 1081, 2007	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06																				
BD-18_5550	I.U.Roederer+,AJ, 147, 136, 2014	19 58 49.70	-18 12 11.0	4660	1.05	-3.15	-3.2	-0.68	-0.82	0.47	<-0.5	0.05	-0.05	-0.25	-0.41	0.49	-0.36	<0.57	0.09	<1.01		-0.95	0.12	0.06	-1.14	-0.57	0.7
BD-18_5550	M.Spite+,AAP, 455, 291, 2006	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06					0.07						-0.27									
BD-18_5550	M.Spite+,AAP, 528, A9, 2011	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06																				
BD-20_6008	I.U.Roederer+,AJ, 147, 136, 2014	20 42 48.70	-20 00 39.0	4540	0.65	-3.05	-3	-0.44	-0.4	0.44	-0.23	-0.48	-0.11	-0.29	-0.11	0.53	-0.49	0.8	0	<0.52		-0.09	0.09	-0.31	-0.42	0.01	<0.05
BD-4_3208	A.M.Boesgaard+,ApJ, 743, 140, 2011			6210	4.03	-2.35	-2.35									0.44				0.61			0.5				
BD-4_3208	M.Bergemann+,AAP, 522, A9, 2010	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.23							-0.22													
BM056	M.Gull+,ApJ, 912, 52, 2021	05 10 49.6	-37 49 03.0	4875	1.75	-2.02	-2.02		-0.24	0.36	0.19	0.06	-0.02	-0.17	0.33	0.4	-0.5	0.43	-0.07	0.82	0.39	0.3	0.21	0.12	-0.15	0.4	
BM121	M.Gull+,ApJ, 912, 52, 2021	09 53 38.4	-22 50 11.4	4580	0.95	-2.48	-2.48		-0.48	0.19	-0.33	-0.38	0.02	-0.05	0.27	0.25	-0.2	0.45	0.02	0.79	0.35	-0.19	0.24	0.04	-0.57	0.22	
BM209	M.Gull+,ApJ, 912, 52, 2021	14 36 49.2	-29 07 07.6	5215	2.65	-2.27	-2.27	-0.76	-0.44	0.36	<0.2	0.19	0.16	-0.23	0.22	0.25	-0.53	0.64	-0.26		0.4	-0.4	0.27	-0.03	-0.76	<0.4	
BM308	M.Gull+,ApJ, 912, 52, 2021	22 37 08.2	-40 30 39.6	4885	1.65	-2.1	-2.1		-0.25	0.23	-0.1	-0.04	-0.25	-0.21	0.32	0.15	-0.57	0.1	-0.17		0.33	-0.14	0.05	0.04	-0.58	0.05	
BS15621-047	D.M.Allen+,AAP, 548, A34, 2012	10 09 34.97	+25 59 27.4	4750	1.48	-2.29	-2.29		0.24		1.33	1.09		0.32	0.78	0.77						1.29	0.36		0.48	1.12	
BS16023-0046	J.Melendez+,AAP, 515, L3, 2010	14 00 54.47	+22 46 42.3	6547	4.5	-2.9	-2.9																				2.27
BS16023-046	S.M.Andrievsky+,AAP, 464, 1081, 2007	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97																				
BS16023-046	P.Bonifacio+,AAP, 462, 851, 2007	14 00 54.47	+22 46 42.3	6364	4.5	-2.97	-2.96																				2.18
BS16023-046	P.Bonifacio+,AAP, 501, 519, 2009	14 00 54.47	+22 46 42.3	6364	4.5	-2.97	-2.96			0.3		0.66	0.2	-0.1		0.03	-0.6		-0.01		-0.04	-0.09	0.42				
BS16023-046	M.Spite+,AAP, 541, A143, 2012	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97			0.4																	
BS16023-046	S.M.Andrievsky+,AAP, 509, A88, 2010	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97									0.04											
BS16023-046	L.Sbordone+,AAP, 522, A26, 2010	14 00 54.47	+22 46 42.3	6324	4.3	-2.97	-2.97																				2.145
BS16023-046	S.M.Andrievsky+,AAP, 481, 481, 2008	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97	-0.28																			
