# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Na/Fe]
G139-8	E.Carretta+,AJ, 124, 481, 2002	17 01 43.90	+16 09 03.0	6200	4.5	-2.06	-2.03	
G14-39	M.N.Ishigaki+,ApJ, 753, 64, 2012	13 14 26.84	-04 05 43.1	4797	5	-1.87	-2.02	
G14-39	M.N.Ishigaki+,ApJ, 771, 67, 2013	13 14 26.84	-04 05 43.1	4797	5	-1.88	-2.03	
G14-39	M.Ishigaki+,PASJ, 62, 143, 2010	13 14 26.84	-04 05 43.1	4945	5	-1.88	-2.17	0
G144-28	A.M.Boesgaard+,ApJ, 633, 398, 2005	20 42 25.27	+11 17 19.3	5310	4.19	-2.1	-2.08	
G144-28	K.A.Venn+,AJ, 128, 1177, 2004	20 42 25.27	+11 17 19.3				-2.14	0.29
G144-28	A.Stephens+,AJ, 123, 1647, 2002	20 42 25.27	+11 17 19.3	5310	4.19	-2.1	-2.08	0.28
G146-76	I.U.Roederer+,AJ, 147, 136, 2014	10 59 57.48	+44 46 43.8	4980	2.1	-2.13	-2.08	-0.35
G15-10	I.U.Roederer+,AJ, 147, 136, 2014	15 09 46.02	-04 45 06.6	5050	4.05	-2.54	-2.53	
G154-34	M.N.Ishigaki+,ApJ, 753, 64, 2012	17 55 58.45	-16 24 32.8	5599	5	-2.17	-2.17	
G154-34	M.N.Ishigaki+,ApJ, 771, 67, 2013	17 55 58.45	-16 24 32.8	5599	5	-2.24	-2.24	
G154-34	M.Ishigaki+,PASJ, 62, 143, 2010	17 55 58.45	-16 24 32.8	4975	4.28	-2.77	-2.76	
G158-100	A.M.Boesgaard+,ApJ, 633, 398, 2005	00 33 54.60	-12 07 59.0	4981	4.16	-2.52	-2.5	
G158-100	K.A.Venn+,AJ, 128, 1177, 2004	00 33 54.60	-12 07 59.0				-2.55	
G158-100	A.Stephens+,AJ, 123, 1647, 2002	00 33 54.60	-12 07 59.0	4981	4.16	-2.52	-2.51	
G16-25	I.U.Roederer+,AJ, 147, 136, 2014	16 01 21.72	+05 23 42.8	5250	4.1	-2.07	-2.08	
G16-25	A.M.Boesgaard+,ApJ, 633, 398, 2005	16 01 21.72	+05 23 42.8	5431	4.28	-1.8		
G16-25	K.A.Venn+,AJ, 128, 1177, 2004	16 01 21.72	+05 23 42.8					-0.45
G16-25	A.Stephens+,AJ, 123, 1647, 2002	16 01 21.72	+05 23 42.8	5431	4.28	-1.8		-0.42
G165-39	M.N.Ishigaki+,ApJ, 753, 64, 2012			6449	4.07	-1.97		
G165-39	M.N.Ishigaki+,ApJ, 771, 67, 2013			6449	4.07	-1.98		-0.01
G165-39	J.R.Shi+,AAP, 465, 587, 2007			6220	3.96	-2		
G165-39	M.Ishigaki+,PASJ, 62, 143, 2010			6162	3.62	-2.16	-2.2	-0.12
G165-39	T.Gehren+,AAP, 451, 1065, 2006			6220	3.96	-2		0.12
G165-39	A.M.Boesgaard+,ApJ, 633, 398, 2005			6118	3.53	-2.17	-2.15	
G165-39	A.Stephens+,AJ, 123, 1647, 2002			6118	3.53	-2.17	-2.16	
G166-45A	W.Aoki+,ApJ, 751, L6, 2012	14 49 02.36	+25 42 09.2	6350	4.4	-2.45	-2.45	-0.05
G166-45B	W.Aoki+,ApJ, 751, L6, 2012	14 49 02.36	+25 42 09.2	5830	4.6	-2.4	-2.4	-0.08
G166-47	I.U.Roederer+,AJ, 147, 136, 2014	14 50 02.55	+32 38 56.3	5960	3.7	-2.28	-2.46	-0.25
G166-54	P.E.Nissen+,AAP, 469, 319, 2007			6407	4.28	-2.58	-2.58	
G166-54	D.Fabbian+,AAP, 500, 1143, 2009			6407	4.28	-2.58	-2.63	
G166-54	A.M.Amarsi+,AAP, 622, L4, 2019	14 54 10.71	+25 33 48.92	6381	4.25	-2.55	-2.55	
G170-47	I.U.Roederer+,AJ, 147, 136, 2014			4930	1.85	-2.9	-2.93	
G170-47	G.Bihain+,AAP, 423, 777, 2004			5154	2.93	-2.66	-2.49	
G171-50	A.M.Boesgaard+,ApJ, 633, 398, 2005	00 20 03.86	+42 43 46.6	5896	4.03	-2.76	-2.74	
G171-50	K.A.Venn+,AJ, 128, 1177, 2004	00 20 03.86	+42 43 46.6				-2.74	
G171-50	A.Stephens+,AJ, 123, 1647, 2002	00 20 03.86	+42 43 46.6	5896	4.03	-2.76	-2.74	
G180-58	I.U.Roederer+,AJ, 147, 136, 2014	16 28 16.87	+44 40 38.3	4980	4.4	-2.62	-2.6	
G181-28	A.M.Boesgaard+,ApJ, 743, 140, 2011			5965	3.98	-2.42	-2.42	
G183-11	K.F.Tan+,MNRAS, 392, 205, 2009			6190	4.09	-2.08	-2.07	
G183-11	C.J.Hansen+,AAP, 545, A31, 2012			6309	3.97	-2.12	-2.12	
G183-11	P.E.Nissen+,AAP, 390, 235, 2002			6092	4.04	-2.1	-2.07	
G186-26	A.M.Boesgaard+,ApJ, 633, L125, 2005			6200	4.48	-2.71	-2.7	
G186-26	I.U.Roederer+,AJ, 147, 136, 2014			5950	3.65	-2.9	-3.07	
G186-26	P.E.Nissen+,AAP, 469, 319, 2007			6417	4.42	-2.54	-2.54	
G186-26	D.Fabbian+,AAP, 500, 1143, 2009			6417	4.42	-2.54	-2.59	
G186-26	C.J.Akerman+,AAP, 414, 931, 2004			6273	4.25	-2.62	-2.62	
G186-26	A.M.Amarsi+,AAP, 622, L4, 2019	20 24 45.41	+25 03 07.09	6379	4.24	-2.56	-2.56	
G186-26	P.E.Nissen+,AAP, 415, 993, 2004			6273	4.25	-2.62	-2.62	
G188-30	I.U.Roederer+,AJ, 147, 136, 2014	21 55 16.10	+32 38 41.0	5090	4.3	-2.07	-2.05	
G188-30	M.N.Ishigaki+,ApJ, 753, 64, 2012	21 55 16.10	+32 38 41.0	5379	5	-1.63		
G188-30	M.N.Ishigaki+,ApJ, 771, 67, 2013	21 55 16.10	+32 38 41.0	5379	5	-1.64		
G188-30	M.Ishigaki+,PASJ, 62, 143, 2010	21 55 16.10	+32 38 41.0	5326	5	-1.62		-0.53
G188-30	A.M.Boesgaard+,ApJ, 633, 398, 2005	21 55 16.10	+32 38 41.0	5141	4.44	-1.89		
G188-30	A.Stephens+,AJ, 123, 1647, 2002	21 55 16.10	+32 38 41.0	5141	4.44	-1.89		-0.14
G19-25	D.Yong+,ApJ, 599, 1357, 2003	17 25 59.00	-02 44 27.6	4900	4.5	-2.01	-2.01	
G19-25	W.Aoki+,ApJ, 723, L201, 2010	17 25 59.00	-02 44 27.6	4900	4.6	-1.9		-0.54
G190-15	I.U.Roederer+,AJ, 147, 136, 2014	23 13 38.82	+39 25 02.6	4950	3.85	-3.13	-3.12	
G199-66	I.U.Roederer+,AJ, 147, 136, 2014	13 20 31.28	+56 34 48.3	5560	3.45	-2.34	-2.14	
G20-8	M.Bergemann+,AAP, 492, 823, 2008			6115	4.2	-2.19	-2.19	
G20-8	P.E.Nissen+,AAP, 469, 319, 2007			6194	4.29	-2.19	-2.19	
G20-8	J.R.Shi+,AAP, 465, 587, 2007			6115	4.2	-2.19	-2.18	
G20-8	C.J.Akerman+,AAP, 414, 931, 2004			5855	4.16	-2.28	-2.28	
G20-8	A.Stephens+,AJ, 123, 1647, 2002			5960	4.04	-2.34	-2.33	
G20-8	M.Bergemann+,MNRAS, 401, 1334, 2010			6115	4.2	-2.19	-2.19	
G20-8	D.Fabbian+,AAP, 500, 1143, 2009			6194	4.29	-2.19	-2.24	
G20-8	T.Gehren+,AAP, 451, 1065, 2006			6115	4.2	-2.19	-2.18	0.36
G20-8	A.M.Boesgaard+,ApJ, 633, 398, 2005			5960	4.04	-2.34	-2.32	
G20-8	A.M.Amarsi+,AAP, 622, L4, 2019	17 39 45.60	+02 24 59.62	6125	4.38	-2.11	-2.11	
G20-8	P.E.Nissen+,AAP, 415, 993, 2004			5855	4.16	-2.28	-2.28	
G201-5	A.M.Boesgaard+,ApJ, 743, 140, 2011			5950	4	-2.54	-2.54	
G201-5	J.A.Rich+,ApJ, 701, 1519, 2009	14 36 08.30	+55 33 04.0	5950	4	-2.54	-2.54	
G201-5	A.M.Boesgaard+,ApJ, 633, 398, 2005	14 36 08.30	+55 33 04.0	6018	3.79	-2.51	-2.49	
G201-5	K.A.Venn+,AJ, 128, 1177, 2004	14 36 08.30	+55 33 04.0				-2.5	
G201-5	A.Stephens+,AJ, 123, 1647, 2002	14 36 08.30	+55 33 04.0	6018	3.79	-2.51	-2.49	
G206-23	M.N.Ishigaki+,ApJ, 753, 64, 2012	18 21 35.81	+34 49 01.8	6312	4.59	-1.78		
G206-23	M.N.Ishigaki+,ApJ, 771, 67, 2013	18 21 35.81	+34 49 01.8	6312	4.59	-1.79		
G206-23	M.Ishigaki+,PASJ, 62, 143, 2010	18 21 35.81	+34 49 01.8	5795	3.64	-2.18	-2.18	
G206-34	A.M.Boesgaard+,ApJ, 743, 140, 2011			5825	3.99	-3.12	-3.12	
G206-34	I.U.Roederer+,AJ, 147, 136, 2014	18 35 19.17	+28 41 55.4	5930	3.6	-3.13	-3.17	
G206-34	C.Charbonnel+,AAP, 442, 961, 2005	18 35 19.17	+28 41 55.4	6217	4.5	-2.96	-2.96	
G206-34	J.A.Rich+,ApJ, 701, 1519, 2009	18 35 19.17	+28 41 55.4	5825	3.99	-3.12	-3.12	
G214-1	I.U.Roederer+,AJ, 147, 136, 2014	21 47 55.63	+33 06 27.2	5370	4.05	-2.29	-2.29	
G231-52	M.N.Ishigaki+,ApJ, 753, 64, 2012	21 39 16.15	+60 17 01.8	5716	5	-1.74	-2	
G231-52	M.N.Ishigaki+,ApJ, 771, 67, 2013	21 39 16.15	+60 17 01.8	5716	5	-1.76	-2	0.1
G238-30	M.N.Ishigaki+,ApJ, 753, 64, 2012	13 17 40.24	+64 15 12.4	6154	5	-2.92	-2.92	
G238-30	M.Ishigaki+,PASJ, 62, 143, 2010	13 17 40.24	+64 15 12.4	5299	3.39	-3.72	-3.77	
G238-30	K.A.Venn+,AJ, 128, 1177, 2004	13 17 40.24	+64 15 12.4				-3.6	
G238-30	A.Stephens+,AJ, 123, 1647, 2002	13 17 40.24	+64 15 12.4	5383	3.43	-3.6	-3.59	
G238-30	L.Zhang+,ApJ, 706, 1095, 2009	13 17 40.24	+64 15 12.4	5490	3.57	-3.44	-3.27	-0.73
G238-30	I.U.Roederer+,AJ, 147, 136, 2014	13 17 40.24	+64 15 12.4	5740	3.5	-3.4	-3.38	
G238-30	M.N.Ishigaki+,ApJ, 771, 67, 2013	13 17 40.24	+64 15 12.4	6154	5	-2.92	-2.92	
G238-30	A.M.Boesgaard+,ApJ, 633, 398, 2005	13 17 40.24	+64 15 12.4	5383	3.43	-3.6	-3.58	
G239-26	A.M.Boesgaard+,ApJ, 633, 398, 2005	14 44 41.86	+71 27 10.2	5862	4.31	-2.18	-2.16	
G239-26	K.A.Venn+,AJ, 128, 1177, 2004	14 44 41.86	+71 27 10.2				-2.2	
G239-26	A.Stephens+,AJ, 123, 1647, 2002	14 44 41.86	+71 27 10.2	5862	4.31	-2.18	-2.15	
G242-19	A.M.Boesgaard+,ApJ, 633, 398, 2005	22 59 42.35	+75 39 08.8	5039	4.29	-2.12	-2.1	
G242-19	K.A.Venn+,AJ, 128, 1177, 2004	22 59 42.35	+75 39 08.8				-2.12	
G242-19	A.Stephens+,AJ, 123, 1647, 2002	22 59 42.35	+75 39 08.8	5039	4.29	-2.12	-2.09	
G246-38	A.M.Boesgaard+,ApJ, 633, 398, 2005			5057	4.24	-2.31	-2.29	
G246-38	A.Stephens+,AJ, 123, 1647, 2002			5057	4.24	-2.31	-2.28	0.63
G247-27	A.M.Boesgaard+,ApJ, 633, 398, 2005	04 37 12.11	+60 44 26.4	5016	4.4	-1.95		
G247-27	K.A.Venn+,AJ, 128, 1177, 2004	04 37 12.11	+60 44 26.4					-0.24
G247-27	A.Stephens+,AJ, 123, 1647, 2002	04 37 12.11	+60 44 26.4	5016	4.4	-1.95	-2.02	-0.25
G25-22	I.U.Roederer+,AJ, 147, 136, 2014	21 14 48.47	+11 00 30.2	5350	3.95	-2.33	-2.33	
G25-24	I.U.Roederer+,AJ, 147, 136, 2014	21 16 41.64	-01 18 08.8	5670	3.55	-2.28	-2.11	
G25-24	M.N.Ishigaki+,ApJ, 753, 64, 2012	21 16 41.64	-01 18 08.8	6083	5	-1.6		
G25-24	M.N.Ishigaki+,ApJ, 771, 67, 2013	21 16 41.64	-01 18 08.8	6083	5	-1.61		
G25-24	M.Ishigaki+,PASJ, 62, 143, 2010	21 16 41.64	-01 18 08.8	5594	4.07	-2.02	-2.07	-0.35
G25-24	A.M.Boesgaard+,ApJ, 633, 398, 2005	21 16 41.64	-01 18 08.8	5733	3.98	-1.88		
G25-24	K.A.Venn+,AJ, 128, 1177, 2004	21 16 41.64	-01 18 08.8					-0.39
G25-24	A.Stephens+,AJ, 123, 1647, 2002	21 16 41.64	-01 18 08.8	5733	3.98	-1.88	-2.03	-0.4
G255-32	C.Charbonnel+,AAP, 442, 961, 2005	13 21 47.62	+74 12 32.9	5925	3.5	-2.6	-2.6	
G26-1	I.U.Roederer+,AJ, 147, 136, 2014	21 26 47.83	-08 23 56.1	5860	3.75	-1.94	-2.08	0.2
G26-12	A.M.Boesgaard+,ApJ, 743, 140, 2011			6135	3.84	-2.33	-2.33	
G26-12	R.Smiljanic+,AAP, 499, 103, 2009	21 33 36.57	+00 23 43.9	6089	4.04	-2.48	-2.48	
G26-12	A.M.Boesgaard+,ApJ, 633, 398, 2005	21 33 36.57	+00 23 43.9	6089	4.04	-2.48	-2.46	
G26-12	A.Stephens+,AJ, 123, 1647, 2002	21 33 36.57	+00 23 43.9	6089	4.04	-2.48	-2.47	-0.15
G268-32	G.Israelian+,ApJ, 551, 833, 2001			6090	3.86	-2.81	-2.81	
G268-32	A.M.Boesgaard+,ApJ, 743, 140, 2011			6230	4.6	-2.51	-2.51	
G268-32	C.Charbonnel+,AAP, 442, 961, 2005			5901	4.5	-3.5	-3.5	
G268-32	E.Caffau+,AAP, 441, 533, 2005							
G271-162	G.Israelian+,ApJ, 551, 833, 2001	01 50 32.65	-09 21 02.8	6050	4	-2.46	-2.46	
G271-162	P.E.Nissen+,AAP, 390, 235, 2002	01 50 32.65	-09 21 02.8	6230	3.93	-2.31	-2.28	
G275-4	G.Israelian+,ApJ, 551, 833, 2001			6212	4.13	-3.32	-3.32	
G275-4	A.M.Boesgaard+,ApJ, 743, 140, 2011			5942	4.05	-3.42	-3.42	
G275-4	G.Israelian+,AAP, 421, 649, 2004			6212	4.13	-2.99	-2.82	
G275-4	J.A.Rich+,ApJ, 701, 1519, 2009			5942	4.05	-3.42	-3.42	
G275-4	G.Bihain+,AAP, 423, 777, 2004			6212	4.13	-2.99	-2.82	
G29-71	C.Charbonnel+,AAP, 442, 961, 2005	23 50 01.36	+08 43 23.3	5648	5	-2.4	-2.4	
G29-71	E.Caffau+,AAP, 441, 533, 2005	23 50 01.36	+08 43 23.3					
G37-37	A.M.Boesgaard+,ApJ, 633, 398, 2005	03 23 38.35	+33 58 30.3	5990	3.76	-2.36	-2.34	
G37-37	K.A.Venn+,AJ, 128, 1177, 2004	03 23 38.35	+33 58 30.3				-2.35	-0.09
G37-37	A.Stephens+,AJ, 123, 1647, 2002	03 23 38.35	+33 58 30.3	5990	3.76	-2.36	-2.34	-0.1
G39-36	W.Aoki+,Science, 345, 912, 2014	04 48 06.61	+33 09 35.8	4575	5	-2	-2.09	0.05
G39-36	D.Yong+,ApJ, 599, 1357, 2003	04 48 06.61	+33 09 35.8	4200	4	-2.5	-2.5	
G4-36	I.U.Roederer+,AJ, 147, 136, 2014	02 43 22.05	+13 25 57.0	5810	3.65	-2.22	-2.17	
G4-36	I.I.Ivans+,ApJ, 592, 906, 2003	02 43 22.05	+13 25 57.0	5975	4.05	-1.94		-0.21
G4-36	K.A.Venn+,AJ, 128, 1177, 2004	02 43 22.05	+13 25 57.0					-0.19
G4-37	A.M.Boesgaard+,ApJ, 743, 140, 2011			6120	3.82	-2.5	-2.5	
G4-37	P.E.Nissen+,AAP, 469, 319, 2007	02 44 35.09	+08 28 50.1	6308	4.25	-2.45	-2.45	
G4-37	G.Israelian+,ApJ, 551, 833, 2001	02 44 35.09	+08 28 50.1	5837	4.23	-2.89	-2.89	
G4-37	E.Arnone+,AAP, 430, 507, 2005	02 44 35.09	+08 28 50.1	6050	4.1		-2.75	
G4-37	I.U.Roederer+,AJ, 147, 136, 2014	02 44 35.09	+08 28 50.1	6110	3.75	-2.67	-2.73	
G4-37	C.Charbonnel+,AAP, 442, 961, 2005	02 44 35.09	+08 28 50.1	5932	4.5	-2.87	-2.87	
G4-37	E.Caffau+,AAP, 441, 533, 2005	02 44 35.09	+08 28 50.1					
G4-37	D.Fabbian+,AAP, 500, 1143, 2009	02 44 35.09	+08 28 50.1	6308	4.25	-2.45	-2.5	
G4-37	A.M.Amarsi+,AAP, 622, L4, 2019	02 44 35.09	+08 28 50.09	6277	4.26	-2.4	-2.4	
G41-41	L.Zhang+,ApJ, 706, 1095, 2009	09 29 15.56	+08 38 00.5	6100	3.9	-2.84	-2.64	-0.79
G41-41	M.N.Ishigaki+,ApJ, 753, 64, 2012	09 29 15.56	+08 38 00.5	6629	4.66	-2.63	-2.63	
G41-41	M.N.Ishigaki+,ApJ, 771, 67, 2013	09 29 15.56	+08 38 00.5	6629	4.66	-2.63	-2.63	
G41-41	M.Ishigaki+,PASJ, 62, 143, 2010	09 29 15.56	+08 38 00.5	6076	3.28	-2.98	-2.98	
G41-41	D.Fabbian+,AAP, 500, 1143, 2009	09 29 15.56	+08 38 00.5	6440	4.06	-2.66	-2.71	
G41-41	T.Gehren+,AAP, 451, 1065, 2006	09 29 15.56	+08 38 00.5	6380	4.26	-2.51	-2.5	-0.54
G43-3	M.N.Ishigaki+,ApJ, 753, 64, 2012	09 48 56.10	+13 44 39.3	6431	4.08	-2.14	-2.14	
G43-3	M.N.Ishigaki+,ApJ, 771, 67, 2013	09 48 56.10	+13 44 39.3	6431	4.08	-2.15	-2.15	-0.19
G48-29	L.Zhang+,ApJ, 706, 1095, 2009			6200	3.66	-2.82	-2.46	-0.58
G48-29	M.N.Ishigaki+,ApJ, 753, 64, 2012			6881	5	-2.43	-2.43	
G48-29	P.E.Nissen+,AAP, 469, 319, 2007			6482	4.25	-2.6	-2.6	
G48-29	M.N.Ishigaki+,ApJ, 771, 67, 2013			6881	5	-2.45	-2.45	
G48-29	M.Ishigaki+,PASJ, 62, 143, 2010			6118	3.46	-3.03	-3.03	
G48-29	D.Fabbian+,AAP, 500, 1143, 2009			6489	4.25	-2.61	-2.66	
G48-29	T.Gehren+,AAP, 451, 1065, 2006			6410	4.27	-2.54	-2.53	-0.36
G48-29	A.M.Amarsi+,AAP, 622, L4, 2019	09 40 43.20	+01 00 29.52	6471	4.21	-2.57	-2.57	
G59-24	A.M.Boesgaard+,ApJ, 743, 140, 2011			6112	4.1	-2.32	-2.32	
G59-24	C.Charbonnel+,AAP, 442, 961, 2005	12 34 25.13	+15 16 49.0	6034	4.2	-2.63	-2.63	
G59-24	J.A.Rich+,ApJ, 701, 1519, 2009	12 34 25.13	+15 16 49.0	6112	4.1	-2.32	-2.32	
G59-27	M.N.Ishigaki+,ApJ, 753, 64, 2012			6297	4.12	-1.99		
G59-27	P.E.Nissen+,AAP, 469, 319, 2007			6272	4.23	-1.93		
G59-27	M.N.Ishigaki+,ApJ, 771, 67, 2013			6297	4.12	-1.99		
G59-27	M.Ishigaki+,PASJ, 62, 143, 2010			5829	3.2	-2.42	-2.42	
G59-27	D.Fabbian+,AAP, 500, 1143, 2009			6272	4.23	-1.93		
G59-27	A.M.Amarsi+,AAP, 622, L4, 2019	12 36 39.45	+27 28 28.16	6232	4.18	-1.89		
G64-12	A.Hosford+,AAP, 493, 601, 2009			6333	4.49	-3.32	-3.4	
G64-12	P.E.Nissen+,AAP, 469, 319, 2007			6435	4.26	-3.24	-3.24	
G64-12	M.Ishigaki+,PASJ, 62, 143, 2010			6070	3.58	-3.52	-3.56	
G64-12	C.J.Akerman+,AAP, 414, 931, 2004			6511	4.39	-3.17	-3.17	
G64-12	T.Matsuno+,AJ, 154, 52, 2017			6285	4.3	-3.38	-3.38	-0.06
G64-12	F.Primas+,AAP, 364, L42, 2000			6400	4.1	-3.3	-3.28	
G64-12	A.M.Boesgaard+,ApJ, 633, 398, 2005			6074	3.72	-3.47	-3.45	
G64-12	A.M.Amarsi+,AAP, 622, L4, 2019	13 40 02.49	-00 02 18.74	6427	4.24	-3.23	-3.23	
G64-12	J.Melendez+,AAP, 515, L3, 2010			6463	4.17	-3.26	-3.26	
G64-12	I.U.Roederer+,ApJ, 860, 125, 2018			6492	4.18	-3.3	-3.26	
G64-12	M.N.Ishigaki+,ApJ, 753, 64, 2012			6550	4.68	-3.21	-3.21	
G64-12	I.U.Roederer+,AJ, 147, 136, 2014			6030	3.6	-3.39	-3.58	-0.06
G64-12	M.N.Ishigaki+,ApJ, 771, 67, 2013			6550	4.68	-3.24	-3.24	
G64-12	C.Charbonnel+,AAP, 442, 961, 2005			6452	3.85	-3.38	-3.38	
G64-12	D.Fabbian+,AAP, 500, 1143, 2009			6435	4.26	-3.24	-3.29	
G64-12	T.Gehren+,AAP, 451, 1065, 2006			6407	4.2	-3.12	-3.11	-0.16
G64-12	W.Aoki+,ApJ, 639, 897, 2006			6390	4.38	-3.2	-3.25	-0.89
G64-12	W.Aoki+,ApJ, 698, 1803, 2009			6270	4.4	-3.37	-3.42	-0.08
G64-12	M.Bergemann+,AAP, 522, A9, 2010			6407	4.2	-3.12	-3.12	
G64-12	J.A.Rich+,ApJ, 701, 1519, 2009			6074	3.72	-3.45	-3.45	
G64-12	C.J.Hansen+,AAP, 545, A31, 2012			6459	4.31	-3.1	-3.1	
G64-12	G.Bihain+,AAP, 423, 777, 2004			6318	4.2	-3.05	-2.88	
G64-12	D.S.Aguado+,AAP, 604, 9, 2017	13 40 02.4921790616	-00 02 18.750321114	6393	4.8	-3.2		
G64-12	E.Arnone+,AAP, 430, 507, 2005			6220	3.9		-3.35	
G64-12	G.Israelian+,ApJ, 551, 833, 2001			6318	4.2	-3.37	-3.37	
G64-12	M.Bergemann+,MNRAS, 401, 1334, 2010			6407	4.2	-3.12	-3.12	
G64-12	T.Matsuno+,PASJ, 69, 24, 2017			6291	4.38	-3.36	-3.36	-0.09
G64-12	P.E.Nissen+,AAP, 415, 993, 2004			6511	4.39	-3.17	-3.17	
G64-12	A.M.Boesgaard+,ApJ, 743, 140, 2011			6074	3.72	-3.45	-3.45	
G64-12	J.Melendez+,ApJ, 642, 1082, 2006			6660	4.24	-3	-3.24	
G64-12	R.Smiljanic+,AAP, 646, A70, 2021	13 40 02.50	-00 02 18.84	6490	4.3	-3.26	-3.26	
G64-12	V.M.Placco+,ApJ, 829, 24, 2016			6463	4.26	-3.29	-3.29	-0.08
G64-12	A.Stephens+,AJ, 123, 1647, 2002			6074	3.72	-3.47	-3.46	
G64-12	G.Israelian+,AAP, 421, 649, 2004			6318	4.2	-3.05	-2.88	
G64-37	W.Aoki+,ApJ, 698, 1803, 2009	14 02 30.09	-05 39 05.2	6290	4.4	-3.22	-3.28	-0.16
G64-37	A.Hosford+,AAP, 493, 601, 2009	14 02 30.09	-05 39 05.2	6175	4.48	-3.29	-3.24	
G64-37	P.E.Nissen+,AAP, 469, 319, 2007	14 02 30.09	-05 39 05.2	6432	4.24	-3.08	-3.08	
G64-37	M.Ishigaki+,PASJ, 62, 143, 2010	14 02 30.09	-05 39 05.2	6105	3.65	-3.36	-3.4	
G64-37	C.J.Hansen+,AAP, 545, A31, 2012	14 02 30.09	-05 39 05.2	6494	3.82	-3.17	-3.16	
G64-37	J.A.Rich+,ApJ, 701, 1519, 2009	14 02 30.09	-05 39 05.2	6122	3.87	-3.28	-3.28	
G64-37	C.J.Akerman+,AAP, 414, 931, 2004	14 02 30.09	-05 39 05.2	6318	4.16	-3.12	-3.12	
G64-37	G.Israelian+,ApJ, 551, 833, 2001	14 02 30.09	-05 39 05.2	6310	4.2	-3.22	-3.22	
G64-37	E.Arnone+,AAP, 430, 507, 2005	14 02 30.09	-05 39 05.2	6240	3.9		-3.15	
G64-37	A.E.GarciaPerez+,AAP, 504, 213, 2009	14 02 30.09	-05 39 05.2	6318	4.16	-3.12	-3.12	
G64-37	A.M.Boesgaard+,ApJ, 633, 398, 2005	14 02 30.09	-05 39 05.2	6122	3.87	-3.32	-3.3	
G64-37	A.M.Amarsi+,AAP, 622, L4, 2019	14 02 30.09	-05 39 05.18	6427	4.24	-3.07	-3.07	
G64-37	J.Melendez+,AAP, 515, L3, 2010	14 02 30.09	-05 39 05.2	6583	4.2	-3.17	-3.17	
G64-37	A.M.Besgaard+,ApJ, 641, 1122, 2006	14 02 30.09	-05 39 05.2	6233	4.41	-3.2	-3.19	
G64-37	P.E.Nissen+,AAP, 415, 993, 2004	14 02 30.09	-05 39 05.2	6318	4.16	-3.12	-3.12	
G64-37	A.M.Boesgaard+,ApJ, 743, 140, 2011			6122	3.87	-3.28	-3.28	
G64-37	M.N.Ishigaki+,ApJ, 753, 64, 2012	14 02 30.09	-05 39 05.2	6621	4.6	-3.06	-3.06	
G64-37	J.Melendez+,ApJ, 642, 1082, 2006	14 02 30.09	-05 39 05.2	6658	4.27	-2.8	-3.06	
G64-37	Y.Takeda+,PASJ, 63, S537, 2011	14 02 30.09	-05 39 05.2	6432	4.24	-3.08	-3.08	
G64-37	R.Smiljanic+,AAP, 646, A70, 2021	14 02 30.09	-05 39 04.89	6630	4.3	-3.11	-3.11	
G64-37	V.M.Placco+,ApJ, 829, 24, 2016	14 02 30.09	-05 39 05.2	6570	4.4	-3.11	-3.11	-0.21
G64-37	A.Stephens+,AJ, 123, 1647, 2002	14 02 30.09	-05 39 05.2	6122	3.87	-3.32	-3.29	
G64-37	M.N.Ishigaki+,ApJ, 771, 67, 2013	14 02 30.09	-05 39 05.2	6621	4.6	-3.09	-3.09	
G64-37	C.Charbonnel+,AAP, 442, 961, 2005	14 02 30.09	-05 39 05.2	6396	3.85	-2.96	-2.96	
G64-37	D.Fabbian+,AAP, 500, 1143, 2009	14 02 30.09	-05 39 05.2	6432	4.24	-3.08	-3.13	
G69-18	J.Melendez+,ApJ, 659, L25, 2007	00 44 32.01	+29 54 25.7	4480	4.75	-2.6	-2.6	
G71-55	I.U.Roederer+,AJ, 147, 136, 2014	02 03 50.98	-00 32 21.0	5550	3.55	-1.82	-2.06	
G71-55	C.M.Sakari+,ApJ, 868, 110, 2018	02 03 50.99	-00 32 20.8					
G75-56	A.M.Boesgaard+,ApJ, 743, 140, 2011			5890	3.83	-2.38	-2.38	
G75-56	I.U.Roederer+,AJ, 147, 136, 2014	03 00 23.03	-05 57 49.5	6190	3.85	-2.3	-2.35	
G75-56	E.Caffau+,AAP, 441, 533, 2005	03 00 23.03	-05 57 49.5					
G75-56	J.A.Rich+,ApJ, 701, 1519, 2009	03 00 23.03	-05 57 49.5	5890	3.83	-2.38	-2.38	
G77-61	B.Plez+,AAP, 434, 1117, 2005	03 32 38.08	+01 58 00.0	4000	5.05	-4.03	-4.08	0.77
G77-61	T.C.Beers+,AJ, 133, 1193, 2007	03 32 38.08	+01 58 00.0	4000	5.1	-4	-4.05	
G80-28	A.Ford+,AAP, 393, 617, 2002			5866	3.73	-2.07	-2.07	
G82-23	A.M.Boesgaard+,ApJ, 633, 398, 2005	04 30 13.10	-03 03 12.8	4934	3.64	-3.49	-3.47	
G82-23	K.A.Venn+,AJ, 128, 1177, 2004	04 30 13.10	-03 03 12.8				-3.49	
G82-23	A.Stephens+,AJ, 123, 1647, 2002	04 30 13.10	-03 03 12.8	4934	3.64	-3.49	-3.48	
